65,4,1,4,5,4,0,4,3,0
66,5,1,1,2,1,2,3,2,1
67,1,3,0,4,5,4,3,1,0
68,2,2,2,3,2,5,5,4,2
69,5,5,0,0,0,5,5,1,3
70,3,0,2,0,3,4,4,3,0
71,4,4,5,5,4,1,2,2,2
72,4,0,3,5,2,3,1,4,1
73,3,0,0,3,5,1,0,4,2
74,2,4,5,3,3,0,0,5,3
75,1,2,3,1,0,5,0,3,1
76,5,2,4,0,1,1,5,2,4
77,5,0,5,4,2,5,3,2,1
78,5,3,3,5,0,1,1,0,0
79,1,3,0,4,3,0,4,1,4
80,1,3,3,2,1,2,4,5,0
81,0,5,2,4,4,4,2,1,5
82,3,4,5,2,2,0,1,5,5
83,2,3,4,2,5,0,2,1,3
84,5,0,5,4,2,5,3,2,1
85,5,3,3,5,0,1,1,0,0
86,1,3,0,4,3,0,4,1,4
87,1,3,3,2,1,2,4,5,0
88,0,5,2,4,4,4,2,1,5
89,2,3,4,2,5,0,2,1,3
90,2,3,4,2,5,0,2,1,3
91,4,5,1,1,0,3,4,1,2
92,3,1,2,0,5,2,5,2,3
93,3,1,2,0,5,2,5,2,3
94,1,3,3,4,3,0,4,5,0
95,1,4,5,0,2,3,0,5,3
96,2,4,4,2,5,3,3,3,1
97,2,4,4,2,5,3,3,3,1
98,1,4,5,0,3,4,0,4,1
99,1,4,5,0,3,4,0,4,1
100,1,2,2,5,4,5,0,5,3
101,2,5,1,0,5,4,5,5,3
102,5,0,0,0,2,5,4,3,4
103,2,3,0,0,2,5,1,0,0
104,3,2,0,1,5,2,1,3,4
105,4,3,4,4,3,4,2,1,5
106,5,5,3,1,4,0,5,2,5
107,4,4,0,4,0,5,2,2,1
108,3,0,2,3,1,5,1,1,3
109,4,4,5,0,0,4,1,5,2
110,5,5,3,1,5,2,2,1,5
111,4,1,0,5,1,4,4,0,5
112,0,0,1,0,4,1,0,2,3
113,1,2,2,3,3,2,3,5,2
114,1,0,4,5,0,4,2,4,5
115,1,3,3,3,2,3,0,4,4
116,0,4,5,1,1,0,4,5,4
117,2,3,3,3,3,3,4,0,1
118,4,5,4,4,0,5,2,4,1
119,4,2,0,2,2,3,5,4,0
120,5,4,2,0,1,1,3,5,1
121,1,1,3,1,5,5,0,0,0
122,5,2,3,1,4,2,2,0,5
123,2,3,4,3,2,5,3,1,1
124,2,1,5,5,5,1,1,3,0
125,3,3,1,4,3,2,5,2,3
126,0,0,0,0,4,2,2,2,3
127,0,4,5,5,0,4,2,4,5
128,4,0,4,0,1,5,1,1,4
129,2,1,5,0,4,2,3,1,1
130,3,3,1,3,2,5,1,3,0
131,0,0,0,5,5,1,5,2,3
132,2,3,4,4,3,2,2,2,3
133,5,4,5,4,0,4,0,5,2
134,4,0,4,0,1,5,1,1,4
135,0,0,0,0,4,2,5,2,3
136,2,3,4,3,2,5,2,2,3
137,2,1,5,1,1,5,3,1,1
138,5,4,2,2,0,5,5,4,0
139,1,0,4,1,1,0,4,5,4
140,1,0,4,1,1,0,4,5,4
141,1,4,3,3,3,3,0,2,1
142,5,1,1,1,5,1,2,5,3
143,2,0,3,1,2,5,4,2,4
144,4,1,5,2,5,0,4,1,0
145,1,2,0,0,1,1,3,4,1
146,1,0,5,1,4,3,5,2,5
147,5,1,2,1,1,4,4,0,4
148,1,3,1,1,3,4,4,5,3
149,1,0,5,5,0,3,3,4,1
150,2,3,0,5,2,0,5,0,2
151,5,1,2,1,2,4,2,3,5
152,1,5,1,5,0,3,4,0,4
153,0,5,0,3,5,2,0,2,3
154,5,1,2,4,4,3,1,2,3
155,1,4,3,0,3,3,2,1,5
156,0,3,0,5,0,0,3,2,5
157,2,4,5,5,2,2,1,3,1
158,4,0,3,2,3,1,0,1,2
159,3,1,4,4,5,0,1,5,4
160,3,5,0,2,0,2,5,0,3
161,3,5,0,3,0,2,5,3,0
162,5,4,5,4,5,0,1,3,2
163,3,0,2,4,1,2,0,5,4
164,3,1,1,0,3,3,4,2,1
165,4,1,4,1,4,5,3,0,1
166,0,5,2,1,2,4,2,2,5
167,2,5,1,1,1,3,0,1,1
168,3,4,5,1,3,3,3,5,3
169,2,0,4,5,2,1,5,3,4
170,0,1,5,2,2,1,5,5,4
171,2,0,4,4,0,5,1,3,0
172,3,4,5,1,5,0,3,5,3
173,2,1,4,2,1,3,0,5,4
174,4,1,5,3,2,4,2,0,2
175,2,5,1,0,5,4,2,5,5
176,4,1,3,4,3,5,5,2,0
177,5,4,3,1,2,0,4,3,3
178,0,5,2,5,5,5,3,4,1
179,5,0,2,5,3,1,1,0,0
180,5,3,4,2,1,1,0,2,3
181,3,3,2,4,0,5,5,3,1
182,1,2,2,0,5,0,4,5,3
183,5,3,4,2,1,1,0,1,2
184,3,3,5,4,4,0,0,2,2
185,1,4,4,0,2,1,0,4,1
186,2,5,1,3,0,3,3,4,5
187,3,1,5,5,3,2,0,5,4
188,0,2,5,1,1,3,2,1,4
189,0,2,5,1,1,3,2,1,4
190,3,4,5,5,2,2,0,4,4
191,2,5,1,3,0,3,3,4,5
192,1,5,4,0,3,1,0,1,1
193,4,0,1,3,4,2,3,0,2
194,0,5,3,4,2,4,4,2,5
195,5,0,2,5,5,2,3,4,0
196,4,1,1,5,3,1,1,0,0
197,1,3,5,5,0,4,2,3,3
198,3,3,4,0,4,0,2,2,1
199,2,2,0,4,3,4,3,0,3
200,5,5,4,3,4,1,1,4,4
201,4,3,1,3,2,1,2,5,2
202,0,1,0,4,5,3,1,0,5
203,0,4,5,0,3,2,3,4,3
204,3,5,1,0,1,0,5,2,2
205,0,2,2,2,0,1,3,5,4
206,1,4,0,2,3,0,5,3,4
207,4,0,1,1,1,2,4,0,5
208,0,4,5,1,2,1,0,5,5
209,e,0,1,3,0,1,4,3,1
210,2,4,2,5,5,5,2,4,3
211,3,2,3,3,4,5,3,2,2
212,1,3,4,4,3,3,1,4,0
213,4,0,5,0,4,5,0,0,1
214,5,5,4,3,2,1,1,4,4
215,5,3,0,1,5,4,5,0,0
216,3,1,2,2,0,2,3,1,3
217,2,5,2,2,1,2,2,5,2
218,0,4,1,5,2,4,4,3,1
219,0,0,5,2,0,2,0,1,5
220,4,4,1,1,3,3,4,3,5
221,1,5,0,2,1,2,5,0,4
222,2,5,2,1,4,4,3,0,2
223,4,5,0,3,2,4,1,4,1
224,3,3,3,0,5,5,2,1,3
225,1,3,5,4,3,3,4,1,4
226,5,2,5,0,0,1,0,2,0
227,5,2,1,0,1,5,4,2,0
228,3,1,2,0,4,5,2,4,2
229,5,2,1,0,1,5,4,2,0
230,3,5,3,3,5,1,3,0,2
231,5,2,5,0,0,1,0,2,0
232,1,4,1,4,2,3,0,5,4
233,4,1,4,3,3,4,5,3,1
234,5,3,4,5,2,4,3,4,2
235,4,0,5,2,0,2,0,5,1
236,3,5,2,1,3,3,1,4,0
237,5,2,5,0,1,1,0,2,0
238,3,0,0,1,5,3,3,5,4
239,2,1,4,0,4,4,2,3,1
240,3,4,1,1,4,3,3,0,4
241,1,2,3,4,2,5,1,1,5
242,2,5,0,3,5,1,1,0,4
243,5,5,0,3,3,4,5,1,3
244,4,4,2,0,0,5,4,2,0
245,0,0,5,2,1,2,0,3,2
246,3,1,5,5,0,0,0,5,5
247,0,3,4,4,3,0,2,0,3
248,1,3,4,0,4,5,4,1,4
249,2,2,2,3,2,5,5,4,2
250,5,5,0,0,0,5,5,1,3
251,3,2,5,2,1,1,1,2,1
252,5,3,2,4,2,2,2,5,2
253,5,1,1,2,1,2,3,2,1
254,4,0,3,3,3,0,0,4,2
255,5,0,5,1,0,5,3,5,0
256,0,1,3,4,5,4,0,3,1
257,4,1,4,5,4,0,4,3,1
258,3,0,2,0,3,4,4,3,0
259,0,1,3,4,5,4,0,3,1
260,2,4,5,5,2,3,2,2,2
261,4,1,4,5,4,0,4,3,1
262,5,1,1,2,1,2,3,2,1
263,5,0,5,1,0,5,3,5,0
264,3,1,5,5,0,0,0,5,5
265,4,0,0,1,4,3,4,5,4
266,1,2,1,1,1,2,5,2,3
267,0,4,0,3,5,1,1,4,3
268,2,5,2,2,2,4,2,3,5
269,0,5,3,5,0,1,5,0,5
270,2,4,0,0,3,3,3,0,4
271,5,1,2,4,4,2,4,5,2
272,3,3,1,0,2,4,4,5,1
273,0,1,2,0,5,4,3,3,0
274,5,0,3,4,3,5,2,3,0
275,3,5,1,2,0,3,1,1,0
276,4,1,4,2,1,2,5,0,5
277,5,5,1,0,2,2,5,4,3
278,3,1,0,3,0,0,5,5,1
279,0,0,4,3,3,1,1,4,4
280,3,2,0,3,1,5,1,2,4
281,2,4,5,5,4,1,0,4,2
282,5,0,5,4,2,5,3,2,1
283,4,0,3,3,5,1,2,2,2
284,5,5,1,0,2,2,5,4,3
285,3,1,0,3,0,0,5,5,1
286,0,0,4,3,3,1,1,4,4
287,3,2,0,3,1,5,1,2,4
288,2,4,5,5,4,1,0,4,2
289,4,0,3,3,5,1,2,2,2
290,4,0,3,3,5,1,2,2,2
291,1,3,2,5,0,1,4,1,4
292,2,2,3,1,5,2,3,0,5
293,2,2,3,1,5,2,3,0,5
294,3,0,0,3,3,5,1,4,4
295,5,3,3,4,2,5,1,0,0
296,4,3,1,4,5,3,2,2,3
297,4,3,1,4,5,3,2,2,3
298,5,4,1,4,3,4,1,0,0
299,5,4,1,4,3,4,1,0,0
300,2,5,3,2,4,5,1,5,0
301,1,4,3,5,5,5,2,0,5
302,0,5,4,0,2,3,5,0,4
303,0,5,0,3,2,0,2,0,1
304,0,2,4,2,5,3,3,1,1
305,4,4,5,3,3,1,4,4,2
306,3,0,5,5,4,2,5,1,5
307,0,5,1,4,0,2,4,4,2
308,2,5,3,0,1,1,3,3,1
309,5,4,2,4,0,5,4,0,1
310,3,2,5,5,5,1,5,1,2
311,0,4,5,1,1,0,4,5,4
312,1,1,3,0,4,2,0,0,0
313,2,2,2,2,3,5,1,3,3
314,4,4,5,0,0,4,1,5,2
315,3,3,4,3,2,4,1,3,0
316,5,0,4,4,1,5,0,1,4
317,3,3,1,3,3,0,2,3,4
318,4,5,1,5,0,4,4,4,2
319,0,3,0,2,2,4,4,2,5
320,2,1,1,4,1,5,5,0,3
321,3,5,0,1,5,0,1,1,0
322,3,2,5,2,4,0,5,1,2
323,4,5,1,3,2,1,2,3,3
324,5,1,0,1,5,3,2,5,1
325,1,2,3,3,3,2,3,4,5
326,0,2,3,0,4,2,0,0,2
327,5,4,5,4,0,4,0,5,2
328,4,5,4,0,1,1,4,0,1
329,5,2,1,1,4,1,2,0,3
330,1,5,0,3,2,3,3,3,1
331,0,1,3,0,5,2,0,5,5
332,4,2,3,3,3,2,2,4,2
333,5,4,2,4,0,5,5,4,0
334,4,5,4,0,1,1,4,0,1
335,0,2,3,0,4,2,0,0,5
336,4,5,3,3,2,2,2,3,2
337,5,5,1,1,1,1,2,1,3
338,2,5,0,4,0,4,5,2,5
339,4,0,4,0,1,5,1,1,4
340,4,0,4,0,1,5,1,1,4
341,3,3,1,4,3,2,1,3,0
342,1,1,3,1,5,5,5,1,2
343,3,5,4,0,2,2,2,1,4
344,5,0,0,1,5,1,4,2,4
345,0,1,1,2,1,4,1,0,3
346,5,3,5,0,4,2,1,1,5
347,2,4,4,1,1,0,5,1,4
348,1,4,3,3,3,5,1,1,4
349,5,3,1,0,0,4,1,5,3
350,0,0,2,3,2,0,2,5,5
351,2,4,5,1,2,3,5,1,2
352,1,3,4,5,0,0,1,5,4
353,0,2,3,5,5,2,0,3,0
354,2,3,3,1,4,2,5,4,1
355,3,3,5,4,3,1,1,0,2
356,0,0,5,3,0,2,0,5,3
357,5,2,1,4,2,3,2,5,1
358,3,1,2,0,3,1,4,2,0
359,4,0,4,1,5,5,3,4,1
360,0,2,3,5,0,0,3,2,5
361,0,2,0,5,0,3,3,3,5
362,5,0,2,4,5,3,5,4,1
363,2,2,4,0,1,5,3,4,0
364,1,3,1,1,3,2,3,0,4
365,4,5,1,1,4,0,4,1,3
366,2,4,5,5,2,2,0,1,2
367,1,3,1,5,1,1,2,1,0
368,5,3,3,4,3,5,3,1,3
369,4,1,4,0,2,3,2,5,5
370,5,1,4,1,2,5,0,2,5
371,4,5,0,0,0,3,2,4,1
372,5,0,3,4,5,5,3,1,3
373,4,3,4,1,1,5,2,2,0
374,5,4,2,1,2,0,4,3,2
375,1,4,5,5,5,5,2,0,2
376,3,5,0,1,3,2,4,4,5
377,3,0,3,4,2,3,5,1,4
378,2,5,1,5,5,4,0,5,3
379,2,1,0,0,3,0,5,5,1
380,4,1,3,3,1,2,5,2,0
381,2,5,1,3,0,3,3,4,5
382,2,0,3,2,5,5,1,0,4
383,4,1,2,3,1,1,5,2,0
384,5,0,2,3,4,2,3,4,0
385,4,1,1,4,2,4,1,0,0
386,1,3,5,5,0,4,2,3,3
387,5,2,4,1,3,5,3,5,0
388,5,3,4,2,1,1,0,1,2
389,5,3,4,2,1,1,0,1,2
390,5,2,4,4,2,4,3,5,0
391,1,3,5,5,0,4,2,3,3
392,4,1,1,5,3,1,1,0,0
393,1,2,2,0,4,0,4,3,3
394,3,4,5,5,2,2,0,4,4
395,2,2,0,0,5,4,5,5,3
396,1,1,0,1,3,0,4,5,1
397,5,4,3,3,0,3,1,5,2
398,4,0,1,3,4,2,3,0,2
399,0,4,3,2,3,0,2,4,3
400,4,1,4,5,4,4,5,3,1
401,1,1,2,3,2,5,4,3,2
402,0,3,5,1,5,0,0,4,1
403,5,2,3,4,3,4,0,0,3
404,1,0,2,5,1,2,3,0,5
405,2,1,4,2,0,5,0,2,3
406,0,0,4,4,3,3,1,2,5
407,1,2,5,0,1,0,4,1,4
408,5,1,5,4,2,5,0,1,0
409,1,1,1,0,0,3,e,3,4
410,2,5,3,4,5,4,2,5,2
411,3,5,2,2,4,2,3,3,3
412,4,3,0,3,3,4,1,4,1
413,5,5,1,0,4,0,4,0,0
414,4,1,4,5,2,4,5,3,1
415,0,4,0,3,5,0,5,1,5
416,2,2,3,1,0,1,3,2,3
417,2,2,2,5,1,5,2,2,2
418,1,4,1,4,2,3,0,5,4
419,5,2,5,0,0,1,0,2,0
420,1,3,5,4,3,3,4,1,4
421,0,2,4,5,1,0,1,2,5
422,2,4,2,5,4,0,2,1,3
423,0,4,1,5,2,4,4,3,1
424,3,5,3,3,5,1,3,0,2
425,5,3,4,3,3,1,1,4,4
426,5,1,0,2,0,2,5,0,0
427,1,5,0,2,1,2,5,0,4
428,2,5,2,1,4,4,3,0,2
429,1,5,0,2,1,2,5,0,4
430,3,1,2,5,5,0,3,3,3
431,5,1,0,2,0,2,5,0,0
432,1,3,4,4,2,5,1,4,0
433,4,4,1,1,3,3,4,3,5
434,4,4,2,3,2,4,5,5,3
435,5,2,1,0,0,5,4,2,0
436,2,3,0,5,3,4,3,1,1
437,5,1,0,2,1,2,5,0,0
438,0,3,4,0,5,5,3,1,3
439,4,4,1,1,4,3,2,0,2
440,1,3,4,4,4,0,3,1,3
441,3,5,5,2,2,1,1,4,1
442,0,1,4,5,5,0,2,3,1
443,0,4,3,5,3,1,5,3,5
444,2,5,0,4,0,2,4,0,4
445,5,2,2,0,1,3,0,2,0
446,5,0,5,1,0,5,3,5,0
447,4,0,3,3,3,0,0,4,2
448,4,5,4,3,4,1,1,0,4
449,2,5,2,2,2,4,2,3,5
450,0,5,3,5,0,1,5,0,5
451,5,1,1,2,1,2,3,2,1
452,2,2,2,3,2,5,5,4,2
453,1,2,1,1,1,2,5,2,3
454,3,0,2,0,3,4,4,3,0
455,5,5,0,0,0,5,5,1,3
456,3,4,1,1,5,3,0,4,0
457,4,0,1,1,4,3,4,5,4
458,2,4,0,0,3,3,3,0,4
459,3,4,1,1,5,3,0,4,0
460,5,3,2,4,2,2,2,5,2
461,4,0,1,1,4,3,4,5,4
462,1,2,1,1,1,2,5,2,3
463,5,5,0,0,0,5,5,1,3
464,5,0,5,1,0,5,3,5,0
465,0,3,4,0,4,5,4,1,4
466,1,2,3,2,1,2,1,1,5
467,0,1,3,4,5,4,0,3,1
468,2,4,5,5,2,3,2,2,2
469,3,1,5,5,0,0,0,5,5
470,0,3,4,4,3,0,2,0,3
471,2,2,2,1,4,5,5,4,4
472,1,4,1,3,2,5,3,0,4
473,2,4,0,1,5,3,0,0,3
474,3,5,0,0,3,3,5,4,2
475,1,3,0,5,0,1,3,2,1
476,4,2,5,1,1,0,4,2,5
477,1,2,3,5,2,4,5,0,5
478,0,0,1,1,0,5,3,3,5
479,4,1,4,0,3,4,0,3,1
480,0,5,4,2,1,2,3,3,1
481,5,1,2,4,4,4,2,5,0
482,5,5,1,0,2,2,5,4,3
483,3,1,2,0,5,2,4,3,2
484,1,2,3,5,2,4,5,0,5
485,0,0,1,1,0,5,3,3,5
486,4,1,4,0,3,4,0,3,1
487,0,5,4,2,1,2,3,3,1
488,5,1,2,4,4,4,2,5,0
489,3,1,2,0,5,2,4,3,2
490,3,1,2,0,5,2,4,3,2
491,2,1,4,3,0,1,1,5,4
492,3,2,5,2,5,0,2,1,3
493,3,2,5,2,5,0,2,1,3
494,0,5,4,0,3,4,3,3,1
495,3,5,0,3,2,0,5,4,1
496,1,3,3,3,5,2,4,4,2
497,1,3,3,3,5,2,4,4,2
498,1,4,0,4,3,0,5,4,1
499,1,4,0,4,3,0,5,4,1
500,3,5,0,5,4,5,2,2,1
501,3,5,5,4,5,0,1,5,2
502,4,3,4,5,2,0,0,0,5
503,0,0,1,5,2,0,0,3,2
504,4,3,1,2,5,1,0,2,3
505,5,1,2,4,3,4,4,3,4
506,5,2,5,0,4,1,3,5,5
507,1,2,2,5,0,4,0,4,4
508,3,1,1,5,1,3,2,0,3
509,2,5,1,4,0,0,5,4,4
510,5,1,2,2,5,1,3,5,5
511,5,0,4,4,1,5,0,1,4
512,3,2,0,1,4,0,1,0,0
513,2,5,3,2,3,3,2,2,1
514,5,4,2,4,0,5,4,0,1
515,4,4,0,3,2,3,3,3,1
516,4,5,4,0,1,1,5,4,0
517,1,0,4,3,3,3,3,3,2
518,1,4,2,5,0,4,4,5,4
519,0,4,5,3,2,2,0,2,4
520,1,5,3,1,1,0,2,4,5
521,0,0,0,5,5,1,3,1,1
522,5,0,2,2,4,1,3,2,5
523,1,1,3,5,2,3,4,3,2
524,0,3,1,1,5,5,5,1,2
525,3,2,5,2,3,4,1,3,3
526,3,2,2,2,4,0,0,0,0
527,5,4,2,4,0,5,5,4,0
528,4,1,1,5,1,0,4,0,4
529,1,1,3,2,4,0,5,1,2
530,0,3,1,5,2,3,1,3,3
531,3,2,5,1,5,5,0,0,0
532,3,2,2,2,3,4,4,3,2
533,2,5,0,4,0,4,5,4,5
534,4,1,1,5,1,0,4,0,4
535,3,2,5,2,4,0,0,0,0
536,3,2,2,5,2,3,4,3,2
537,1,1,3,5,1,1,5,1,2
538,0,4,5,5,0,2,2,4,5
539,4,5,4,0,1,1,4,0,1
540,4,5,4,0,1,1,4,0,1
541,1,2,0,3,3,3,3,4,1
542,3,5,2,1,5,1,1,1,5
543,4,2,4,5,2,1,3,0,2
544,0,1,4,0,5,2,5,1,4
545,1,4,3,1,1,0,0,2,1
546,5,2,5,3,4,1,5,0,1
547,4,0,4,4,1,1,2,1,5
548,3,5,4,4,3,1,1,3,1
549,1,4,3,3,0,5,5,0,1
550,2,0,5,0,2,5,0,3,2
551,5,3,2,4,2,1,2,1,5
552,4,0,4,3,0,5,1,5,1
553,3,2,0,2,5,3,0,5,0
554,3,2,1,3,4,4,2,1,5
555,5,1,2,3,3,0,3,4,1
556,5,2,3,0,0,5,0,3,0
557,1,3,1,2,2,5,5,4,2
558,2,1,0,1,3,2,3,0,4
559,4,5,1,0,5,4,4,1,3
560,3,0,5,2,0,2,0,5,3
561,0,3,5,2,0,3,0,5,3
562,2,3,1,0,5,4,5,4,5
563,4,5,0,2,1,4,2,0,3
564,1,2,4,3,3,0,1,1,3
565,1,0,3,5,4,1,4,1,4
566,5,2,2,4,2,1,2,5,0
567,1,1,0,3,1,1,1,5,2
568,3,5,3,3,3,1,5,4,3
569,4,3,5,1,2,5,4,0,2
570,4,5,5,1,2,2,5,1,0
571,0,3,1,5,0,4,4,0,2
572,3,5,3,0,5,1,5,4,3
573,4,5,0,3,1,2,4,1,2
574,2,0,2,4,2,3,5,1,4
575,5,5,2,4,5,0,1,5,2
576,0,2,5,5,3,4,3,1,4
577,3,3,4,0,2,1,3,4,5
578,1,4,3,5,5,5,2,5,0
579,0,0,1,1,3,5,2,0,5
580,3,2,0,1,1,2,4,3,5
581,1,3,5,5,0,4,2,3,3
582,3,5,4,0,5,0,2,2,1
583,2,1,0,1,1,2,4,3,5
584,2,2,0,0,4,4,5,3,3
585,1,4,0,1,2,0,4,4,1
586,5,4,3,3,0,3,1,5,2
587,4,5,0,2,3,5,5,1,3
588,4,1,2,3,1,1,5,2,0
589,4,1,2,3,1,1,5,2,0
590,4,4,0,2,2,5,5,4,3
591,5,4,3,3,0,3,1,5,2
592,1,1,0,1,3,0,4,5,1
593,2,0,3,2,4,3,1,0,4
594,5,2,4,4,2,4,3,5,0
595,0,4,3,2,5,5,2,0,5
596,0,0,1,1,3,5,1,1,4
597,3,3,2,4,0,5,5,3,1
598,1,2,2,0,4,0,4,3,3
599,3,0,3,4,3,4,0,2,2
600,4,4,1,1,4,3,4,5,5
601,2,5,2,1,2,3,1,3,4
602,5,0,1,3,5,4,0,1,0
603,3,4,3,2,3,0,5,4,0
604,2,2,5,0,1,0,1,5,3
605,4,5,3,1,0,2,2,2,0
606,4,3,5,0,3,2,0,4,1
607,5,0,4,2,1,1,1,0,4
608,5,5,0,1,2,1,5,4,0
609,1,3,4,1,0,3,1,0,e
610,3,4,2,5,5,5,2,4,2
611,2,2,3,5,4,3,3,2,3
612,0,4,1,3,3,4,4,3,1
613,1,0,0,5,4,0,5,0,4
614,4,4,1,1,2,3,4,5,5
615,0,0,5,4,5,1,0,3,5
616,3,1,3,2,0,2,2,1,3
617,2,5,2,2,1,2,2,5,2
618,1,3,4,4,2,5,1,4,0
619,5,1,0,2,0,2,5,0,0
620,5,3,4,3,3,1,1,4,4
621,4,0,5,2,1,2,0,5,1
622,2,0,3,4,4,1,2,5,2
623,1,4,1,4,2,3,0,5,4
624,3,1,2,5,5,0,3,3,3
625,4,1,4,3,3,4,5,3,1
626,0,2,0,1,0,0,5,2,5
627,0,2,4,5,1,0,1,2,5
628,2,4,2,5,4,0,2,1,3
629,0,2,4,5,1,0,1,2,5
630,2,0,3,1,5,3,3,5,3
631,0,2,0,1,0,0,5,2,5
632,4,5,0,3,2,4,1,4,1
633,1,3,5,4,3,3,4,1,4
634,2,4,3,4,2,5,4,3,5
635,1,5,0,2,0,2,5,0,4
636,0,4,1,3,3,1,2,5,3
637,0,2,0,1,1,0,5,2,5
638,4,5,3,3,5,1,0,0,3
639,1,3,2,4,4,0,4,1,2
640,4,0,3,3,4,1,1,4,3
641,5,1,1,5,2,4,3,2,1
642,4,0,1,1,5,3,0,5,2
643,3,1,5,4,3,3,0,5,5
644,0,2,4,5,0,0,2,4,4
645,2,3,0,2,1,2,5,0,0
646,5,5,0,0,0,5,5,1,3
647,3,0,2,0,3,4,4,3,0
648,4,1,4,5,4,0,4,3,1
649,2,4,5,5,2,3,2,2,2
650,3,1,5,5,0,0,0,5,5
651,1,2,1,1,1,2,5,2,3
652,2,5,2,2,2,4,2,3,5
653,1,2,3,2,1,2,1,1,5
654,2,4,0,0,3,3,3,0,4
655,0,5,3,5,0,1,5,0,5
656,1,3,0,4,5,4,3,1,0
657,1,3,4,0,4,5,4,1,4
658,0,3,4,4,3,0,2,0,3
659,1,3,0,4,5,4,3,1,0
660,2,2,2,3,2,5,5,4,2
661,1,3,4,0,4,5,4,1,4
662,1,2,3,2,1,2,1,1,5
663,0,5,3,5,0,1,5,0,5
664,5,5,0,0,0,5,5,1,3
665,4,5,4,3,4,1,0,0,4
666,3,2,5,2,1,1,1,2,1
667,3,4,1,1,5,3,0,4,0
668,5,3,2,4,2,2,2,5,2
669,5,0,5,1,0,5,3,5,0
670,4,0,3,3,3,0,0,4,2
671,2,5,4,2,4,4,2,1,5
672,1,5,4,4,2,0,1,3,3
673,0,3,3,4,5,0,2,1,0
674,0,3,2,5,3,4,3,0,5
675,0,1,1,3,0,2,1,5,3
676,5,0,5,2,1,2,4,1,4
677,3,4,5,2,2,0,1,5,5
678,1,5,5,0,0,3,0,1,3
679,4,4,1,1,3,3,4,0,0
680,4,2,1,5,1,3,0,2,3
681,2,4,0,1,4,5,5,4,2
682,1,2,3,5,2,4,5,0,5
683,2,2,2,1,5,3,3,0,4
684,3,4,5,2,2,0,1,5,5
685,1,5,5,0,0,3,0,1,3
686,4,4,1,1,3,3,4,0,0
687,4,2,1,5,1,3,0,2,3
688,2,4,0,1,4,5,5,4,2
689,2,2,2,1,5,3,3,0,4
690,2,2,2,1,5,3,3,0,4
691,4,1,4,1,0,5,2,3,1
692,5,0,3,2,5,1,3,2,2
693,5,0,3,2,5,1,3,2,2
694,4,4,1,5,3,3,0,0,3
695,0,0,1,5,2,4,3,3,5
696,3,2,2,3,5,4,1,3,4
697,3,2,2,3,5,4,1,3,4
698,0,0,1,4,3,4,1,4,5
699,0,0,1,4,3,4,1,4,5
700,0,5,1,5,4,2,3,5,2
